Value,Count
6033.0,382.0
432.18,382.0
1222.01,382.0
5041.01,381.0
2529.09,381.0
74.0,381.0
123.03,381.0
423.1,381.0
43.04,381.0
8002.02,381.0
626.2,380.0
8004.08,380.0
426.18,380.0
2529.13,380.0
423.11,380.0
96.32,380.0
212.05,379.0
524.25,379.0
52.01,379.0
5433.21,379.0
5002.01,379.0
3540.02,379.0
97.08,378.0
9010.09,378.0
104.19,378.0
9102.02,378.0
105.02,378.0
3592.02,378.0
15.07,378.0
2017.0,378.0
421.03,377.0
171.09,377.0
313.01,377.0
506.01,377.0
421.11,377.0
5027.0,377.0
9200.16,377.0
8.05,377.0
87.02,377.0
1041.01,377.0
155.01,377.0
5433.06,377.0
52.08,376.0
9001.03,376.0
3551.12,376.0
82.04,375.0
1206.0,375.0
4013.11,375.0
94.04,375.0
5023.01,375.0
3290.0,375.0
226.0,375.0
456.06,375.0
93.23,375.0
4055.0,374.0
524.24,374.0
2079.0,374.0
166.09,374.0
449.04,374.0
47.04,373.0
1507.02,373.0
33.01,373.0
1220.03,373.0
4044.0,373.0
7031.0,373.0
85.02,373.0
5008.0,373.0
304.0,372.0
320.02,372.0
420.09,372.0
186.1,372.0
85.08,371.0
100.02,371.0
42.11,371.0
419.13,371.0
3470.0,371.0
39.09,371.0
4446.02,370.0
139.05,370.0
449.11,370.0
145.0,370.0
423.35,370.0
3342.0,370.0
403.01,370.0
9008.05,370.0
17.01,369.0
3101.0,369.0
9412.0,369.0
5123.07,369.0
200.22,369.0
5708.0,369.0
874.01,369.0
626.1,369.0
96.08,369.0
9107.13,368.0
214.0,368.0
3551.17,368.0
2501.06,368.0
418.1,368.0
6020.0,367.0
3560.02,367.0
3020.05,367.0
9011.02,367.0
409.02,367.0
5431.0,367.0
3310.0,367.0
185.04,367.0
154.05,367.0
423.2,366.0
20.31,366.0
5505.0,366.0
93.04,366.0
5120.01,366.0
97.12,366.0
9005.07,365.0
5741.0,365.0
4083.0,365.0
3591.05,365.0
74.05,365.0
5120.21,365.0
5119.09,365.0
1211.0,365.0
218.12,365.0
419.09,364.0
98.04,364.0
97.17,364.0
198.04,364.0
2360.0,363.0
141.07,363.0
5120.17,363.0
4514.01,363.0
39.07,363.0
427.06,363.0
6213.01,362.0
164.01,362.0
432.71,361.0
427.14,361.0
438.18,360.0
77.02,360.0
206.04,360.0
120.01,359.0
2527.04,358.0
83.24,358.0
3131.01,358.0
452.17,358.0
96.03,358.0
4072.0,358.0
438.07,358.0
5034.02,357.0
146.01,357.0
1529.06,357.0
1530.06,357.0
45.09,357.0
5006.0,357.0
51.13,357.0
4033.18,357.0
9203.38,357.0
320.51,356.0
9413.0,356.0
614.0,356.0
5120.45,356.0
170.52,356.0
20.29,356.0
1515.02,356.0
1070.0,356.0
2373.0,355.0
49.04,355.0
6135.02,355.0
6207.02,355.0
126.03,355.0
445.16,354.0
423.12,354.0
96.37,354.0
2534.04,354.0
9203.34,354.0
9201.02,354.0
133.0,354.0
433.16,354.0
310.01,354.0
74.09,353.0
1034.0,353.0
5532.0,353.0
67.01,353.0
26.06,353.0
2010.04,353.0
98.02,353.0
91.01,352.0
423.32,352.0
315.04,352.0
5032.04,352.0
88.01,352.0
2626.04,352.0
4334.0,351.0
1416.0,351.0
3220.0,351.0
432.76,351.0
9203.13,351.0
200.15,351.0
93.21,351.0
3007.02,351.0
4516.02,351.0
320.27,350.0
2384.0,350.0
99.04,350.0
211.09,350.0
1061.12,350.0
4514.04,350.0
55.01,350.0
99.1,350.0
1942.0,350.0
87.08,350.0
6010.0,349.0
176.04,349.0
218.3,349.0
9103.01,349.0
5040.01,349.0
320.34,349.0
4602.0,349.0
72.04,349.0
8.19,349.0
4351.02,349.0
2532.04,349.0
208.01,349.0
6023.02,348.0
994.13,348.0
5413.0,348.0
6706.02,348.0
83.04,348.0
76.07,347.0
51.04,347.0
9102.09,347.0
423.07,347.0
170.22,347.0
435.09,347.0
6707.01,347.0
4352.0,347.0
64.03,347.0
46.03,346.0
136.06,346.0
428.0,346.0
