Value,Count
Department of Housing and Urban Development,1005353
Consumer Financial Protection Bureau,545436
National Credit Union Administration,74203
Federal Deposit Insurance Corporation,47492
Office of the Comptroller of the Currency,30729
Federal Reserve System,11246
