Value,Count
Department of Housing and Urban Development,1002031
Consumer Financial Protection Bureau,544100
National Credit Union Administration,74078
Federal Deposit Insurance Corporation,47388
Office of the Comptroller of the Currency,30679
Federal Reserve System,11226
