Value,Count
36.619998931884766,3162.0
46.90999984741211,2693.0
68.27999877929688,2370.0
80.19999694824219,2050.0
75.01000213623047,2027.0
85.58999633789062,1977.0
33.72999954223633,1974.0
60.04999923706055,1969.0
44.88999938964844,1945.0
75.70999908447266,1870.0
84.20999908447266,1734.0
30.780000686645508,1713.0
31.399999618530277,1708.0
80.06999969482422,1681.0
76.20999908447266,1642.0
59.5,1617.0
80.68000030517578,1613.0
74.68000030517578,1596.0
61.4900016784668,1586.0
48.72999954223633,1557.0
62.56999969482422,1532.0
20.520000457763672,1523.0
46.060001373291016,1511.0
71.44999694824219,1507.0
26.170000076293945,1506.0
68.8499984741211,1502.0
100.0,1488.0
31.540000915527344,1477.0
27.15999984741211,1467.0
68.58999633789062,1460.0
53.2400016784668,1456.0
64.29000091552734,1452.0
42.560001373291016,1426.0
63.13999938964844,1424.0
49.66999816894531,1423.0
47.36000061035156,1411.0
20.13999938964844,1408.0
58.02999877929688,1405.0
53.400001525878906,1390.0
51.880001068115234,1388.0
51.95000076293945,1386.0
54.59000015258789,1383.0
86.62999725341797,1367.0
58.72999954223633,1363.0
70.87999725341797,1355.0
70.2699966430664,1354.0
26.239999771118164,1317.0
59.95000076293945,1317.0
58.650001525878906,1316.0
35.08000183105469,1313.0
69.13999938964844,1313.0
37.650001525878906,1310.0
45.4900016784668,1297.0
40.810001373291016,1292.0
32.4900016784668,1284.0
37.27000045776367,1282.0
53.790000915527344,1278.0
54.2400016784668,1267.0
78.0199966430664,1264.0
47.720001220703125,1259.0
75.9800033569336,1258.0
36.790000915527344,1256.0
23.43000030517578,1253.0
84.4000015258789,1253.0
47.58000183105469,1249.0
81.76000213623047,1230.0
55.900001525878906,1228.0
17.709999084472656,1226.0
16.06999969482422,1225.0
39.400001525878906,1223.0
53.79999923706055,1223.0
60.0099983215332,1215.0
38.5,1215.0
81.63999938964844,1215.0
47.40999984741211,1214.0
53.68999862670898,1213.0
49.900001525878906,1208.0
22.959999084472656,1200.0
47.709999084472656,1191.0
67.79000091552734,1189.0
41.79999923706055,1175.0
74.66000366210938,1168.0
55.88999938964844,1167.0
58.84999847412109,1161.0
50.5099983215332,1161.0
69.93000030517578,1157.0
29.65999984741211,1156.0
34.380001068115234,1153.0
50.66999816894531,1144.0
73.52999877929688,1136.0
24.989999771118164,1131.0
60.18000030517578,1128.0
45.52999877929688,1127.0
41.15999984741211,1124.0
46.06999969482422,1123.0
70.16000366210938,1120.0
88.95999908447266,1117.0
41.93999862670898,1113.0
57.27000045776367,1108.0
34.31999969482422,1108.0
80.6500015258789,1107.0
69.08999633789062,1106.0
64.5,1104.0
78.77999877929688,1103.0
53.34999847412109,1101.0
34.560001373291016,1101.0
35.36000061035156,1096.0
64.12999725341797,1088.0
82.33999633789062,1088.0
39.04999923706055,1087.0
42.2400016784668,1082.0
31.8700008392334,1082.0
80.1500015258789,1080.0
41.709999084472656,1078.0
71.12999725341797,1077.0
29.600000381469727,1075.0
27.32999992370605,1071.0
87.94000244140625,1069.0
47.369998931884766,1067.0
87.80999755859375,1061.0
32.619998931884766,1057.0
88.4800033569336,1056.0
52.709999084472656,1054.0
37.33000183105469,1045.0
71.87999725341797,1043.0
65.12999725341797,1040.0
67.88999938964844,1024.0
37.31999969482422,1020.0
41.72999954223633,1018.0
28.26000022888184,1017.0
34.290000915527344,1016.0
23.209999084472656,1009.0
18.649999618530277,1008.0
95.02999877929688,1005.0
55.5,1003.0
36.27000045776367,1003.0
31.709999084472656,1002.0
35.02000045776367,1002.0
26.31999969482422,1001.0
87.5999984741211,999.0
55.84999847412109,999.0
50.22999954223633,998.0
18.65999984741211,995.0
25.950000762939453,995.0
50.38999938964844,994.0
33.470001220703125,990.0
88.70999908447266,985.0
28.799999237060547,985.0
49.45000076293945,983.0
21.020000457763672,982.0
39.290000915527344,981.0
59.810001373291016,980.0
59.0099983215332,979.0
61.22999954223633,977.0
78.6500015258789,977.0
49.08000183105469,975.0
34.61000061035156,975.0
22.450000762939453,973.0
66.66999816894531,972.0
97.3499984741211,972.0
53.68000030517578,971.0
17.31999969482422,968.0
50.0099983215332,965.0
60.84999847412109,965.0
53.04999923706055,964.0
66.30999755859375,964.0
36.59999847412109,958.0
68.43000030517578,957.0
49.09000015258789,956.0
83.30000305175781,956.0
37.970001220703125,954.0
41.77000045776367,953.0
79.48999786376953,951.0
84.0199966430664,949.0
68.20999908447266,947.0
24.84000015258789,944.0
37.29999923706055,943.0
38.369998931884766,942.0
64.93000030517578,941.0
54.93000030517578,936.0
46.650001525878906,936.0
64.69999694824219,931.0
57.040000915527344,926.0
78.08000183105469,924.0
16.399999618530273,922.0
82.12999725341797,918.0
76.08000183105469,916.0
50.31999969482422,915.0
66.38999938964844,913.0
36.970001220703125,911.0
87.76000213623047,908.0
58.52999877929688,906.0
79.9800033569336,906.0
38.34000015258789,905.0
94.69000244140624,905.0
34.900001525878906,904.0
23.290000915527344,904.0
42.5099983215332,903.0
26.86000061035156,903.0
31.56999969482422,902.0
36.709999084472656,902.0
72.76000213623047,902.0
82.01000213623047,900.0
24.459999084472656,898.0
33.029998779296875,898.0
75.38999938964844,898.0
94.1999969482422,897.0
15.239999771118164,894.0
36.43999862670898,893.0
83.1500015258789,889.0
19.25,889.0
37.02999877929688,887.0
63.220001220703125,886.0
50.5,884.0
58.7400016784668,881.0
41.459999084472656,880.0
49.68999862670898,880.0
42.650001525878906,879.0
65.93000030517578,877.0
70.20999908447266,876.0
23.57999992370605,875.0
28.459999084472656,873.0
40.93999862670898,873.0
42.400001525878906,871.0
67.18000030517578,870.0
55.18000030517578,866.0
32.56999969482422,866.0
60.790000915527344,864.0
67.01000213623047,863.0
55.2599983215332,862.0
81.55000305175781,862.0
79.4000015258789,855.0
51.2400016784668,854.0
84.1500015258789,854.0
68.44000244140625,853.0
17.549999237060547,850.0
63.630001068115234,850.0
76.70999908447266,847.0
61.18000030517578,846.0
63.68999862670898,845.0
33.97999954223633,845.0
49.63999938964844,844.0
73.13999938964844,844.0
29.0,842.0
24.3799991607666,842.0
76.86000061035156,839.0
79.55000305175781,839.0
69.91000366210938,838.0
80.4800033569336,838.0
42.75,838.0
85.05999755859375,836.0
68.7300033569336,836.0
71.41999816894531,835.0
20.71999931335449,834.0
33.61000061035156,833.0
49.41999816894531,833.0
51.400001525878906,833.0
21.43000030517578,832.0
21.8700008392334,831.0
58.0,830.0
31.440000534057617,829.0
85.5199966430664,829.0
24.950000762939453,828.0
80.41999816894531,827.0
27.6200008392334,827.0
32.33000183105469,825.0
37.65999984741211,824.0
82.56999969482422,824.0
24.739999771118164,823.0
44.959999084472656,823.0
19.459999084472656,821.0
38.54999923706055,821.0
64.0,818.0
87.01000213623047,817.0
41.20000076293945,815.0
49.70000076293945,814.0
39.0,813.0
49.77000045776367,813.0
45.68999862670898,812.0
60.720001220703125,812.0
26.63999938964844,811.0
34.13999938964844,810.0
12.960000038146973,810.0
20.049999237060547,809.0
88.08999633789062,808.0
71.37999725341797,808.0
13.6899995803833,807.0
62.58000183105469,807.0
80.55999755859375,805.0
30.739999771118164,805.0
24.1299991607666,804.0
73.62000274658203,803.0
54.880001068115234,802.0
49.84000015258789,800.0
56.84999847412109,799.0
53.52999877929688,799.0
38.34999847412109,798.0
38.290000915527344,789.0
81.43000030517578,788.0
14.279999732971191,787.0
78.45999908447266,786.0
18.8799991607666,786.0
72.52999877929688,786.0
32.77000045776367,785.0
62.630001068115234,785.0
54.119998931884766,784.0
25.920000076293945,783.0
38.22999954223633,783.0
40.459999084472656,783.0
56.0099983215332,783.0
89.47000122070312,782.0
26.81999969482422,781.0
28.68000030517578,780.0
82.5999984741211,780.0
37.72999954223633,780.0
38.310001373291016,780.0
19.780000686645508,779.0
59.56999969482422,778.0
85.4800033569336,777.0
58.08000183105469,776.0
97.26000213623048,776.0
54.65999984741211,774.0
55.5099983215332,774.0
34.810001373291016,774.0
37.08000183105469,773.0
21.280000686645508,772.0
40.68000030517578,772.0
28.90999984741211,771.0
70.98999786376953,770.0
45.45000076293945,767.0
42.81999969482422,766.0
47.15999984741211,766.0
85.0,766.0
23.920000076293945,765.0
14.489999771118164,765.0
30.059999465942383,765.0
30.790000915527344,764.0
47.459999084472656,764.0
30.649999618530277,763.0
78.83000183105469,763.0
48.790000915527344,762.0
73.76000213623047,761.0
80.25,761.0
73.79000091552734,760.0
55.27000045776367,757.0
99.86000061035156,755.0
65.37999725341797,755.0
64.80000305175781,754.0
74.02999877929688,752.0
12.510000228881836,751.0
27.739999771118164,751.0
46.22999954223633,751.0
30.190000534057617,747.0
39.02999877929688,746.0
97.81999969482422,746.0
71.86000061035156,744.0
34.86000061035156,744.0
43.369998931884766,744.0
47.560001373291016,743.0
38.7599983215332,742.0
47.09999847412109,742.0
45.220001220703125,742.0
19.600000381469727,742.0
26.51000022888184,738.0
20.3700008392334,738.0
25.40999984741211,738.0
35.45000076293945,737.0
53.84000015258789,735.0
97.80999755859376,735.0
73.70999908447266,734.0
14.420000076293944,733.0
66.72000122070312,733.0
86.62000274658203,732.0
42.29999923706055,732.0
11.470000267028809,732.0
32.15999984741211,731.0
64.86000061035156,731.0
48.27000045776367,731.0
20.1200008392334,729.0
82.29000091552734,728.0
11.06999969482422,728.0
59.81999969482422,727.0
32.9900016784668,727.0
21.13999938964844,727.0
29.56999969482422,726.0
85.44999694824219,726.0
46.59999847412109,725.0
40.16999816894531,725.0
27.25,725.0
94.9000015258789,723.0
73.44000244140625,722.0
69.54000091552734,722.0
82.13999938964844,722.0
75.87999725341797,721.0
46.59000015258789,721.0
55.61000061035156,721.0
41.59000015258789,720.0
30.88999938964844,720.0
65.4000015258789,719.0
34.54999923706055,719.0
48.7599983215332,718.0
72.19000244140625,717.0
31.559999465942383,716.0
29.43000030517578,716.0
73.05000305175781,716.0
34.599998474121094,715.0
63.4900016784668,714.0
54.43999862670898,714.0
26.76000022888184,714.0
94.76000213623048,713.0
38.11000061035156,712.0
48.52999877929688,709.0
27.200000762939453,709.0
35.189998626708984,707.0
65.37000274658203,707.0
95.75,706.0
52.41999816894531,706.0
83.4800033569336,705.0
36.83000183105469,705.0
41.63999938964844,703.0
56.22999954223633,702.0
17.799999237060547,701.0
33.25,700.0
65.2300033569336,698.0
48.25,697.0
33.68000030517578,696.0
66.43000030517578,696.0
58.02000045776367,696.0
22.57999992370605,696.0
28.34000015258789,695.0
21.670000076293945,694.0
50.9900016784668,693.0
20.61000061035156,693.0
55.75,693.0
31.31999969482422,693.0
32.720001220703125,692.0
25.100000381469727,691.0
28.07999992370605,691.0
91.2300033569336,690.0
37.70000076293945,688.0
36.15999984741211,688.0
87.44000244140625,688.0
83.13999938964844,688.0
33.220001220703125,688.0
74.30000305175781,687.0
78.01000213623047,687.0
64.88999938964844,687.0
92.51000213623048,685.0
71.44000244140625,685.0
27.31999969482422,684.0
31.1299991607666,683.0
29.770000457763672,683.0
47.25,683.0
44.31999969482422,683.0
61.20000076293945,682.0
47.290000915527344,681.0
21.520000457763672,681.0
62.41999816894531,679.0
52.290000915527344,678.0
69.19999694824219,677.0
81.77999877929688,677.0
49.91999816894531,674.0
41.68000030517578,674.0
50.369998931884766,674.0
42.27999877929688,674.0
49.369998931884766,674.0
39.58000183105469,674.0
36.040000915527344,674.0
9.68000030517578,672.0
56.93999862670898,672.0
22.82999992370605,671.0
69.98999786376953,671.0
91.86000061035156,671.0
90.9800033569336,670.0
57.130001068115234,670.0
38.900001525878906,669.0
40.25,669.0
72.05999755859375,668.0
73.58999633789062,666.0
59.15999984741211,666.0
22.3799991607666,666.0
76.4800033569336,665.0
24.020000457763672,665.0
43.540000915527344,665.0
81.3499984741211,663.0
19.32999992370605,662.0
28.31999969482422,661.0
62.86000061035156,660.0
31.38999938964844,659.0
93.70999908447266,659.0
37.88999938964844,659.0
75.27999877929688,656.0
84.43000030517578,656.0
94.77999877929688,655.0
17.90999984741211,655.0
75.30999755859375,654.0
45.31999969482422,654.0
49.7400016784668,653.0
90.7300033569336,652.0
43.400001525878906,652.0
82.44999694824219,651.0
76.37000274658203,651.0
50.11000061035156,650.0
63.790000915527344,650.0
34.59000015258789,649.0
36.11000061035156,649.0
48.56999969482422,649.0
40.869998931884766,648.0
19.209999084472656,647.0
65.18000030517578,647.0
87.6500015258789,647.0
83.0,647.0
35.88999938964844,646.0
34.939998626708984,645.0
72.69000244140625,645.0
57.93000030517578,644.0
22.61000061035156,643.0
59.16999816894531,643.0
78.54000091552734,643.0
88.9000015258789,642.0
76.75,642.0
72.72000122070312,641.0
83.62999725341797,641.0
48.29999923706055,641.0
35.54999923706055,641.0
26.1299991607666,641.0
77.41999816894531,641.0
24.51000022888184,640.0
82.95999908447266,640.0
65.08000183105469,639.0
75.0999984741211,638.0
30.6299991607666,638.0
95.0999984741211,636.0
14.960000038146973,635.0
77.5,634.0
27.600000381469727,634.0
29.790000915527344,633.0
76.38999938964844,633.0
58.75,632.0
31.90999984741211,632.0
59.20000076293945,632.0
29.209999084472656,631.0
89.93000030517578,631.0
54.13999938964844,630.0
45.66999816894531,630.0
78.06999969482422,630.0
51.290000915527344,629.0
14.18000030517578,629.0
39.93000030517578,628.0
26.149999618530277,628.0
38.560001373291016,626.0
15.359999656677246,626.0
27.950000762939453,626.0
82.11000061035156,625.0
43.900001525878906,624.0
59.43999862670898,624.0
47.93999862670898,623.0
47.27000045776367,622.0
62.52000045776367,620.0
25.61000061035156,620.0
41.43999862670898,619.0
11.770000457763672,619.0
50.540000915527344,618.0
29.25,618.0
6.440000057220459,618.0
77.79000091552734,618.0
31.790000915527344,617.0
25.280000686645508,615.0
55.58000183105469,614.0
70.37999725341797,614.0
25.200000762939453,614.0
78.73999786376953,614.0
32.83000183105469,613.0
49.58000183105469,612.0
81.16999816894531,611.0
16.65999984741211,611.0
91.05999755859376,611.0
58.310001373291016,609.0
52.790000915527344,608.0
67.19999694824219,608.0
68.04000091552734,608.0
60.40999984741211,608.0
75.11000061035156,606.0
74.58999633789062,605.0
45.29999923706055,604.0
26.350000381469727,604.0
12.119999885559082,604.0
11.4399995803833,604.0
56.290000915527344,603.0
23.59000015258789,603.0
48.619998931884766,602.0
67.97000122070312,602.0
38.7400016784668,602.0
97.13999938964844,601.0
66.68000030517578,601.0
25.809999465942383,600.0
43.63999938964844,600.0
99.54000091552734,599.0
36.9900016784668,598.0
92.12000274658205,598.0
46.95000076293945,598.0
86.87999725341797,598.0
96.62000274658205,598.0
74.69999694824219,597.0
8.399999618530273,597.0
18.88999938964844,597.0
64.6500015258789,597.0
76.79000091552734,597.0
19.670000076293945,596.0
86.76000213623047,596.0
95.37000274658205,595.0
81.70999908447266,595.0
38.43000030517578,595.0
75.58999633789062,595.0
31.8799991607666,594.0
53.630001068115234,594.0
25.030000686645508,593.0
81.80999755859375,593.0
72.55999755859375,592.0
13.229999542236328,592.0
66.55999755859375,592.0
52.52999877929688,592.0
78.41999816894531,591.0
14.470000267028809,590.0
45.13999938964844,590.0
66.0199966430664,589.0
50.47999954223633,589.0
38.43999862670898,589.0
58.45000076293945,589.0
61.54999923706055,587.0
37.81999969482422,587.0
32.65999984741211,585.0
84.38999938964844,585.0
51.22999954223633,584.0
67.12999725341797,584.0
37.2599983215332,584.0
56.540000915527344,583.0
59.369998931884766,582.0
28.01000022888184,580.0
67.55999755859375,580.0
90.88999938964844,580.0
16.43000030517578,580.0
46.16999816894531,580.0
48.7400016784668,580.0
54.70000076293945,579.0
97.22000122070312,579.0
92.4800033569336,579.0
33.75,578.0
18.81999969482422,578.0
37.34000015258789,578.0
37.77000045776367,577.0
96.5500030517578,577.0
86.11000061035156,577.0
56.83000183105469,577.0
72.6500015258789,577.0
13.65999984741211,576.0
63.65999984741211,576.0
46.38999938964844,575.0
98.7300033569336,575.0
66.8499984741211,575.0
39.63999938964844,575.0
10.220000267028809,574.0
26.09000015258789,574.0
37.540000915527344,574.0
32.88999938964844,574.0
39.81999969482422,573.0
97.08999633789062,573.0
23.200000762939453,573.0
77.72000122070312,573.0
73.43000030517578,573.0
96.33000183105467,573.0
56.27000045776367,571.0
47.38999938964844,571.0
45.380001068115234,571.0
17.420000076293945,571.0
34.95000076293945,570.0
77.88999938964844,570.0
47.77999877929688,570.0
72.73999786376953,570.0
55.59000015258789,569.0
47.630001068115234,569.0
81.11000061035156,568.0
81.19000244140625,568.0
85.94000244140625,568.0
34.15999984741211,568.0
92.30999755859376,567.0
65.16999816894531,567.0
28.8799991607666,567.0
17.040000915527344,567.0
33.189998626708984,565.0
68.1500015258789,565.0
59.43000030517578,565.0
90.77999877929688,565.0
49.47999954223633,564.0
74.08999633789062,564.0
92.41999816894533,564.0
23.459999084472656,563.0
55.369998931884766,563.0
28.690000534057617,563.0
40.720001220703125,562.0
79.73999786376953,562.0
31.34000015258789,562.0
81.36000061035156,562.0
82.05000305175781,562.0
18.440000534057617,561.0
69.81999969482422,561.0
45.880001068115234,561.0
62.709999084472656,561.0
84.23999786376953,561.0
74.83999633789062,561.0
50.2400016784668,561.0
24.450000762939453,560.0
80.94000244140625,560.0
37.900001525878906,560.0
50.18000030517578,560.0
46.47999954223633,559.0
18.559999465942383,559.0
85.8499984741211,558.0
40.310001373291016,558.0
90.01000213623047,558.0
26.1200008392334,557.0
35.91999816894531,557.0
33.91999816894531,557.0
56.790000915527344,557.0
23.6299991607666,556.0
37.43000030517578,556.0
85.13999938964844,556.0
52.13999938964844,555.0
69.94999694824219,555.0
79.11000061035156,555.0
26.82999992370605,554.0
24.979999542236328,554.0
85.0999984741211,554.0
31.65999984741211,554.0
42.43999862670898,552.0
53.56999969482422,552.0
40.02999877929688,552.0
92.8499984741211,551.0
42.27000045776367,551.0
14.630000114440918,551.0
89.08999633789062,550.0
33.33000183105469,549.0
51.810001373291016,549.0
32.709999084472656,549.0
72.98999786376953,549.0
34.7599983215332,549.0
30.86000061035156,548.0
44.90999984741211,548.0
36.27999877929688,548.0
50.290000915527344,547.0
29.940000534057617,547.0
43.18999862670898,547.0
7.03000020980835,545.0
80.70999908447266,545.0
48.209999084472656,545.0
50.93999862670898,544.0
75.47000122070312,544.0
79.52999877929688,544.0
79.31999969482422,544.0
95.2300033569336,544.0
27.06999969482422,544.0
30.709999084472656,543.0
43.29999923706055,543.0
65.7300033569336,542.0
82.4000015258789,541.0
84.5999984741211,541.0
40.33000183105469,541.0
37.7400016784668,541.0
8.890000343322754,541.0
44.290000915527344,541.0
48.959999084472656,541.0
80.88999938964844,541.0
30.690000534057617,540.0
28.600000381469727,540.0
21.399999618530277,540.0
56.040000915527344,539.0
85.98999786376953,539.0
86.19999694824219,539.0
64.5199966430664,539.0
98.5,539.0
50.52000045776367,539.0
84.6500015258789,539.0
85.37999725341797,539.0
67.55000305175781,538.0
92.81999969482422,537.0
46.58000183105469,537.0
26.479999542236328,536.0
98.76000213623048,536.0
84.31999969482422,536.0
75.58000183105469,535.0
70.05999755859375,535.0
60.93000030517578,534.0
59.04999923706055,534.0
78.05999755859375,534.0
